index,budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,IMDB,rotten,metaC
16,220000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",http://marvel.com/avengers_movie/,24428,"[{""id"": 242, ""name"": ""new york""}, {""id"": 5539, ""name"": ""shield""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 14909, ""name"": ""alien invasion""}, {""id"": 155030, ""name"": ""superhero team""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 180547, ""name"": ""marvel cinematic universe""}]",en,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",144.448633,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Marvel Studios"", ""id"": 420}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-04-25,1519557910,143,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some assembly required.,The Avengers,7.4,11776,0.81,0.92,0.69
17,380000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",http://disney.go.com/pirates/index-on-stranger-tides.html#/video/,1865,"[{""id"": 658, ""name"": ""sea""}, {""id"": 1316, ""name"": ""captain""}, {""id"": 1860, ""name"": ""mutiny""}, {""id"": 1938, ""name"": ""sword""}, {""id"": 2569, ""name"": ""prime minister""}, {""id"": 3180, ""name"": ""sailing""}, {""id"": 3625, ""name"": ""silver""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 4235, ""name"": ""duke""}, {""id"": 5938, ""name"": ""mermaid""}, {""id"": 12988, ""name"": ""pirate""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 157186, ""name"": ""swashbuckler""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 209714, ""name"": ""3d""}]",en,Pirates of the Caribbean: On Stranger Tides,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",135.413856,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-05-14,1045713802,136,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Live Forever Or Die Trying.,Pirates of the Caribbean: On Stranger Tides,6.4,4948,0.66,0.32,0.45
18,225000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.sonypictures.com/movies/meninblack3/,41154,"[{""id"": 4379, ""name"": ""time travel""}, {""id"": 5455, ""name"": ""time machine""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 174915, ""name"": ""fictional government agency""}, {""id"": 185668, ""name"": ""seeing the future""}, {""id"": 208756, ""name"": ""changing history""}]",en,Men in Black 3,"Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind.",52.035179,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Media Magik Entertainment"", ""id"": 5627}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}, {""name"": ""Hemisphere Media Capital"", ""id"": 9169}, {""name"": ""Parkes/MacDonald Productions"", ""id"": 11084}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-05-23,624026776,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They are back... in time.,Men in Black 3,6.2,4160,0.68,0.68,0.58
19,250000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",http://www.thehobbit.com/,122917,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 603, ""name"": ""elves""}, {""id"": 604, ""name"": ""dwarves""}, {""id"": 606, ""name"": ""orcs""}, {""id"": 609, ""name"": ""middle-earth (tolkien)""}, {""id"": 611, ""name"": ""hobbit""}, {""id"": 12554, ""name"": ""dragon""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 167982, ""name"": ""unlikely friendship""}, {""id"": 188270, ""name"": ""epic battle""}, {""id"": 234213, ""name"": ""sword and sorcery""}]",en,The Hobbit: The Battle of the Five Armies,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",120.965743,"[{""name"": ""WingNut Films"", ""id"": 11}, {""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Warner Bros. Pictures"", ""id"": 174}, {""name"": ""3Foot7"", ""id"": 7413}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-10,956019788,144,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Witness the defining chapter of the Middle-Earth saga,The Hobbit: The Battle of the Five Armies,7.1,4760,0.74,0.59,0.59
20,215000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",http://www.theamazingspiderman.com,1930,"[{""id"": 1872, ""name"": ""loss of father""}, {""id"": 7002, ""name"": ""vigilante""}, {""id"": 8803, ""name"": ""serum""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 156855, ""name"": ""scientific experiment""}, {""id"": 158124, ""name"": ""spider bite""}, {""id"": 158456, ""name"": ""masked vigilante""}, {""id"": 161184, ""name"": ""reboot""}, {""id"": 163455, ""name"": ""super powers""}, {""id"": 163561, ""name"": ""genetic engineering""}, {""id"": 171556, ""name"": ""social outcast""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,The Amazing Spider-Man,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",89.866276,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Laura Ziskin Productions"", ""id"": 326}, {""name"": ""Marvel Entertainment"", ""id"": 7505}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-06-27,752215857,136,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The untold story begins.,The Amazing Spider-Man,6.5,6586,0.7,0.73,0.66
21,200000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",http://www.robinhoodthemovie.com/,20662,"[{""id"": 4147, ""name"": ""robin hood""}, {""id"": 4393, ""name"": ""archer""}, {""id"": 10466, ""name"": ""knight""}, {""id"": 11525, ""name"": ""sherwood forest""}, {""id"": 18101, ""name"": ""bow and arrow""}, {""id"": 41406, ""name"": ""middle ages""}, {""id"": 161257, ""name"": ""medieval""}, {""id"": 186686, ""name"": ""king of england""}]",en,Robin Hood,"When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.",37.668301,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-05-12,310669540,140,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Released,"Rise and rise again, until lambs become lions.",Robin Hood,6.2,1398,0.67,0.43,0.53
22,250000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",http://www.thehobbit.com/,57158,"[{""id"": 603, ""name"": ""elves""}, {""id"": 604, ""name"": ""dwarves""}, {""id"": 606, ""name"": ""orcs""}, {""id"": 611, ""name"": ""hobbit""}, {""id"": 12554, ""name"": ""dragon""}, {""id"": 177912, ""name"": ""wizard""}, {""id"": 234213, ""name"": ""sword and sorcery""}]",en,The Hobbit: The Desolation of Smaug,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",94.370564,"[{""name"": ""WingNut Films"", ""id"": 11}, {""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Warner Bros. Pictures"", ""id"": 174}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-12-11,958400000,161,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Beyond darkness... beyond desolation... lies the greatest danger of all.,The Hobbit: The Desolation of Smaug,7.6,4524,0.79,0.74,0.66
23,180000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",http://www.goldencompassmovie.com/index_german.html,2268,"[{""id"": 392, ""name"": ""england""}, {""id"": 1461, ""name"": ""compass""}, {""id"": 1706, ""name"": ""experiment""}, {""id"": 2596, ""name"": ""lordship""}, {""id"": 6464, ""name"": ""uncle""}, {""id"": 6678, ""name"": ""polar bear""}, {""id"": 13014, ""name"": ""orphan""}, {""id"": 18165, ""name"": ""animal""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",en,The Golden Compass,"After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.",42.990906,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Depth of Field"", ""id"": 1473}, {""name"": ""Scholastic Productions"", ""id"": 1938}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-12-04,372234864,113,"[{""iso_639_1"": ""is"", ""name"": ""\u00cdslenska""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,There are worlds beyond our own - the compass will show the way.,The Golden Compass,5.8,1303,0.61,0.42,0.51
24,207000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",,254,"[{""id"": 774, ""name"": ""film business""}, {""id"": 776, ""name"": ""screenplay""}, {""id"": 837, ""name"": ""show business""}, {""id"": 886, ""name"": ""film making""}, {""id"": 887, ""name"": ""film producer""}, {""id"": 911, ""name"": ""exotic island""}, {""id"": 1299, ""name"": ""monster""}, {""id"": 1551, ""name"": ""indigenous""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 12616, ""name"": ""dinosaur""}]",en,King Kong,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",61.22601,"[{""name"": ""WingNut Films"", ""id"": 11}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Big Primate Pictures"", ""id"": 68}, {""name"": ""MFPV Film"", ""id"": 69}]","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2005-12-14,550000000,187,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The eighth wonder of the world.,King Kong,6.6,2337,0.72,0.84,0.81
25,200000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.titanicmovie.com,597,"[{""id"": 2580, ""name"": ""shipwreck""}, {""id"": 2984, ""name"": ""iceberg""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 4210, ""name"": ""panic""}, {""id"": 4388, ""name"": ""titanic""}, {""id"": 4953, ""name"": ""ocean liner""}, {""id"": 6917, ""name"": ""epic""}, {""id"": 7579, ""name"": ""rich woman - poor man""}, {""id"": 9673, ""name"": ""love""}, {""id"": 10617, ""name"": ""disaster""}, {""id"": 10703, ""name"": ""tragic love""}, {""id"": 14514, ""name"": ""class differences""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 165086, ""name"": ""star crossed lovers""}, {""id"": 182615, ""name"": ""steerage""}, {""id"": 182621, ""name"": ""salvage""}, {""id"": 182625, ""name"": ""rich snob""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 210184, ""name"": ""1910s""}]",en,Titanic,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",100.025899,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Lightstorm Entertainment"", ""id"": 574}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-11-18,1845034188,194,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""sv"", ""name"": ""svenska""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Nothing on Earth could come between them.,Titanic,7.5,7562,0.78,0.88,0.75
